track_name	album_name	artist_name	genres	release_date	duration_ms	popularity	explicit	is_playable
everything i wanted	everything i wanted	Billie Eilish	[]	2019-11-13	245425.0	80.0	False	True
Phố Đã Lên Đèn	Phố Đã Lên Đèn	Huyền Tâm Môn	['v-pop', 'vietnamese lo-fi', 'vietnam indie']	2021-03-21	286588.0	44.0	False	True
Something Just Like This	Memories...Do Not Open	The Chainsmokers	[]	2017-04-07	247160.0	84.0	False	True
Intro : Persona	MAP OF THE SOUL : PERSONA	BTS	['k-pop']	2019-04-12	171023.0	51.0	False	True
Spring Day	You Never Walk Alone	BTS	['k-pop']	2017-02-13	274097.0	69.0	False	True
Nỗi Đau Đính Kèm	Nỗi Đau Đính Kèm	Anh Tú Atus	['v-pop', 'vietnamese hip hop']	2024-12-10	197142.0	53.0	False	True
Bad Liar	Origins (Deluxe)	Imagine Dragons	[]	2018-11-09	260773.0	76.0	False	True
Phi Hành Gia (feat. Sugar Cane & Kain)	Phi Hành Gia (feat. Sugar Cane & Kain)	Renja	['vietnamese hip hop', 'v-pop', 'vinahouse']	2023-03-16	345342.0	33.0	False	True
Still Life	Still Life	BIGBANG	['k-pop']	2022-04-05	188369.0	62.0	False	True
I AM	I've IVE	IVE	['k-pop']	2023-04-10	183853.0	70.0	False	True
điều vô tri nhất	điều vô tri nhất	Kai Đinh	['v-pop', 'vietnamese lo-fi', 'vietnam indie']	2024-06-25	229894.0	40.0	False	True
Hero (feat. Christina Perri)	Blood, Sweat & 3 Years	Cash Cash	['edm']	2016-06-24	197840.0	56.0	False	True
Chỉ Còn Ta Và Ta Giữa Trời	Chỉ Còn Ta Và Ta Giữa Trời	D Blue	['vietnamese lo-fi', 'vietnamese hip hop', 'v-pop', 'vietnam indie']	2021-03-27	186816.0	48.0	False	True
chẳng giống giáng sinh	chẳng giống giáng sinh	Lu	['v-pop', 'vietnamese hip hop', 'vietnam indie']	2021-12-05	192023.0	46.0	False	True
Last Christmas	LAST CHRISTMAS	Wham!	['christmas']	1984-11-29	262960.0	76.0	False	True
Tình Yêu Đến Sau	Tình Yêu Đến Sau	Myra Trần	['v-pop', 'vietnam indie']	2022-11-21	271399.0	38.0	False	True
Ai muốn nghe không	Ai muốn nghe không	Đen	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2022-06-12	307500.0	34.0	False	True
Yêu Thầm	Yêu Thầm	Hoàng Yến Chibi	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie']	2021-07-04	252500.0	34.0	False	True
Fly To My Room	BE	BTS	['k-pop']	2020-11-20	222242.0	55.0	False	True
Em Có Nghe	Em Có Nghe	Kha	['v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vietnamese hip hop', 'vinahouse']	2022-02-26	255129.0	48.0	False	True
Cần Gì Hơn - Teddy Doox Remix	Cần Gì Hơn (The Remixes)	Tiên Tiên	['v-pop', 'vietnam indie', 'vinahouse', 'vietnamese lo-fi']	2020-03-20	152258.0	42.0	False	True
vampire	GUTS	Olivia Rodrigo	[]	2023-09-08	219724.0	80.0	True	True
The Happiest Girl	BORN PINK	BLACKPINK	['k-pop']	2022-09-16	222025.0	54.0	False	True
I Love You So	I Love You So	The Walters	[]	2014-11-28	160239.0	83.0	False	True
boyfriend (with Social House)	boyfriend	Ariana Grande	['pop']	2019-08-02	186106.0	74.0	True	True
Chỉ Muốn Bên Em Lúc Này (Lofi Ver.)	Lâu Phai #2	Orinn	['vinahouse', 'vietnamese lo-fi', 'v-pop', 'lo-fi']	2021-01-25	264645.0	40.0	False	True
Back To You - From 13 Reasons Why – Season 2 Soundtrack	Back To You (From 13 Reasons Why – Season 2 Soundtrack)	Selena Gomez	['pop']	2018-05-10	207904.0	69.0	False	True
Thiêu Thân	Thiêu Thân	B Ray	['vietnamese hip hop', 'v-pop', 'vinahouse', 'vietnam indie']	2022-06-18	198788.0	50.0	False	True
Polaroid Love	DIMENSION : ANSWER	ENHYPEN	['k-pop']	2022-01-10	184601.0	68.0	False	True
Nu Cep	THE WXRDIES	Wxrdie	['vietnamese hip hop', 'v-pop']	2024-11-12	155428.0	53.0	True	True
Người Miền Núi Chất (feat. Double2T)	Rap Việt Mùa 3 (2023) - Tập 12	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2023-08-13	240849.0	36.0	False	True
Anh Không Cố Ý (feat. Limitlxss & Ogenus)	Rap Việt Mùa 3 - Vòng 2	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2023-08-09	255278.0	33.0	False	True
Wolves	Wolves	Selena Gomez	['pop']	2017-10-25	197993.0	73.0	False	True
You Right	Planet Her	Doja Cat	[]	2021-06-25	186173.0	73.0	True	True
DARARI	THE SECOND STEP : CHAPTER ONE	TREASURE	['k-pop']	2022-02-15	220716.0	62.0	False	True
MILLION DOLLAR BABY	MILLION DOLLAR BABY	Tommy Richman	[]	2024-04-26	155151.0	84.0	False	True
Cảm Ơn Và Xin Lỗi	Cảm Ơn Và Xin Lỗi	Chillies	['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']	2019-07-25	316285.0	45.0	False	True
We are Bulletproof : the Eternal	MAP OF THE SOUL : 7	BTS	['k-pop']	2020-02-21	261542.0	61.0	False	True
CHÀNG KHỜ THUỶ CUNG (feat. Negav & GREY D)	"ANH TRAI ""SAY HI"", Tập 12"	"ANH TRAI ""SAY HI"""	['v-pop', 'vietnamese hip hop']	2024-09-02	309473.0	42.0	False	True
Cookie	NewJeans 1st EP 'New Jeans'	NewJeans	['k-pop']	2022-08-01	235562.0	67.0	False	True
Lonely (with benny blanco)	Justice	Justin Bieber	[]	2021-03-19	149189.0	67.0	True	True
Photograph	x (Deluxe Edition)	Ed Sheeran	['soft pop']	2014-06-21	258986.0	81.0	False	True
Sáng Mắt Chưa	Sáng Mắt Chưa	Trúc Nhân	['v-pop', 'vietnam indie']	2019-08-06	208117.0	37.0	False	True
LIKE THAT	BABYMONS7ER	BABYMONSTER	['k-pop']	2024-04-01	168358.0	71.0	False	True
Hoa Cỏ Lau	Hoa Cỏ Lau	Phong Max	['vinahouse', 'v-pop', 'vietnamese lo-fi']	2023-04-25	210820.0	39.0	False	True
Starboy	Starboy	The Weeknd	[]	2016-11-25	230453.0	85.0	True	True
GODS	GODS	League of Legends	[]	2023-10-04	220878.0	69.0	False	True
Nếu Ngày Ấy	Nếu Ngày Ấy	SOOBIN	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie', 'vinahouse']	2019-07-22	292693.0	54.0	False	True
NEURON (with Gaeko & YOON MIRAE)	HOPE ON THE STREET VOL.1	j-hope	['k-pop', 'k-rap']	2024-03-29	273290.0	73.0	False	True
FEVER	MEDICINE	Coldzy	['vietnamese hip hop', 'v-pop', 'vietnam indie']	2024-06-03	260073.0	46.0	False	True
ANTIFRAGILE	UNFORGIVEN	LE SSERAFIM	['k-pop']	2023-05-01	184444.0	71.0	False	True
bao tiền một mớ bình yên?	SỐ KHÔNG	14 Casper	['v-pop', 'vietnam indie', 'vietnamese lo-fi']	2023-03-03	300000.0	55.0	False	True
Made You Look	Takin' It Back	Meghan Trainor	[]	2022-10-21	134256.0	75.0	False	True
Treat You Better	Illuminate	Shawn Mendes	['pop']	2017-04-20	187973.0	80.0	False	True
Xoay Một Vòng	Xoay Một Vòng	HIEUTHUHAI	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie', 'vinahouse']	2024-06-06	147310.0	47.0	False	True
VIBE (feat. Jimin of BTS)	VIBE (feat. Jimin of BTS)	TAEYANG	['k-pop']	2023-01-13	175775.0	57.0	False	True
Sài Gòn Tôi Mưa (feat. MC Goku)	Sài Gòn Tôi Mưa (feat. MC Goku)	Tuyên	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2021-07-01	329806.0	35.0	False	True
Break My Heart	Future Nostalgia	Dua Lipa	['pop']	2020-03-27	221820.0	71.0	False	True
If	Stardom	Vũ Cát Tường	['v-pop', 'vietnam indie']	2018-10-18	254549.0	34.0	False	True
Call You Mine	World War Joy	The Chainsmokers	[]	2019-12-06	217640.0	63.0	False	True
Em Là Hoàng Hôn (feat. Cloud 5)	Em Là Hoàng Hôn (feat. Cloud 5)	Vang	['vietnamese lo-fi', 'v-pop', 'vinahouse']	2021-05-29	223287.0	37.0	False	True
Say Yes To Heaven	Say Yes To Heaven	Lana Del Rey	[]	2023-05-19	209156.0	80.0	False	True
Giàu Vì Bạn, Sang Vì Vợ (feat. RPT MCK)	Rap Việt Tập 13	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2020-10-25	223446.0	38.0	False	True
Em Moi La Nguoi Yeu Anh - Original		MIN						
All Falls Down (feat. Juliander)	Different World	Alan Walker	[]	2018-12-14	198880.0	60.0	True	True
Shinunoga E-Wa	HELP EVER HURT NEVER	Fujii Kaze	['j-pop']	2020-05-20	185573.0	73.0	False	True
Happier	Happier	Marshmello	['edm']	2018-08-17	214289.0	79.0	False	True
Thêm Bao Nhiêu Lâu	Thêm Bao Nhiêu Lâu	Đạt G	['v-pop', 'vietnamese hip hop', 'vinahouse']	2023-02-24	302000.0	51.0	False	True
Màu Đỏ (Interlude)	Chiều Hôm Ấy Anh Thấy Màu Đỏ	Wren Evans	['v-pop', 'vietnam indie', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse']	2022-12-08	64355.0	35.0	False	True
Đường Tôi Chở Em Về - Lofi	Đường Tôi Chở Em Về (Lofi)	1 9 6 7	['vietnamese lo-fi', 'vinahouse', 'v-pop', 'lo-fi']	2021-06-01	278891.0	41.0	False	True
kho báu đánh rơi (feat. GREY D)	ái	tlinh	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']	2023-08-16	200202.0	42.0	False	True
Friends	MAP OF THE SOUL : 7	BTS	['k-pop']	2020-02-21	199338.0	59.0	False	True
Tháng 4 Là Lời Nói Dối Của Em - Live in Sài Gòn	SEE SING SHARE 1 (LIVE IN SÀI GÒN)	Hà Anh Tuấn	['v-pop', 'vietnam indie']	2020-11-13	315305.0	38.0	False	True
anh sẽ đến cùng cơn mưa	anh sẽ đến cùng cơn mưa	Hứa Kim Tuyền	['v-pop', 'vietnamese lo-fi', 'vietnam indie']	2022-12-16	261290.0	42.0	False	True
Savage Love (Laxed – Siren Beat) [BTS Remix]	Savage Love (Laxed - Siren Beat) [BTS Remix]	Jawsh 685	[]	2020-10-02	184905.0	59.0	True	True
Nonsense	emails i can't send	Sabrina Carpenter	[]	2022-07-15	163648.0	82.0	False	True
The Middle	The Middle	Zedd	['edm']	2018-01-23	184732.0	74.0	False	True
Yêu Em Rất Nhiều	Yêu Em Rất Nhiều	Hoàng Tôn	['v-pop', 'vietnamese hip hop', 'vinahouse']	2017-09-22	269960.0	49.0	False	True
Don't ever say love me (feat. RM of BTS)	Love Part 2	Colde	[]	2023-05-04	214933.0	54.0	False	True
Chạy Ngay Đi	Chạy Ngay Đi	Sơn Tùng M-TP	['v-pop', 'vinahouse', 'vietnamese hip hop']	2018-05-11	272507.0	45.0	False	True
Dis-ease	BE	BTS	['k-pop']	2020-11-20	239722.0	58.0	False	True
Mamma Mia (Live at GENfest 24)	HIEUTHUHAI (Live at GENfest 24)	HIEUTHUHAI	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie', 'vinahouse']	2025-02-24	150500.0	0.0	False	True
Đại Minh Tinh	Minh Tinh	Văn Mai Hương	['v-pop', 'vinahouse', 'vietnamese hip hop', 'vietnam indie']	2023-10-24	247368.0	36.0	False	True
Love To Hate Me	THE ALBUM	BLACKPINK	['k-pop']	2020-10-02	169797.0	55.0	False	True
Takeaway	World War Joy	The Chainsmokers	[]	2019-12-06	209880.0	65.0	False	True
sao anh chưa về nhà	dreaAMEE	AMEE	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2020-06-20	244000.0	48.0	False	True
Under The Influence	Indigo (Extended)	Chris Brown	['r&b']	2019-10-04	184613.0	80.0	True	True
Lớn Rồi Còn Khóc Nhè	Lớn Rồi Còn Khóc Nhè	Trúc Nhân	['v-pop', 'vietnam indie']	2019-04-18	211082.0	44.0	False	True
How Do You Sleep?	Love Goes	Sam Smith	['soft pop']	2020-10-30	202204.0	63.0	False	True
2000 câu hỏi vì sao	MỘNGMEE	AMEE	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2024-08-02	216496.0	43.0	False	True
Em Đừng Khóc	Qua Khung Cửa Sổ	Chillies	['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']	2021-05-05	267230.0	44.0	False	True
Em Đã Có Người Mới (feat. Người cũ)	Em Đã Có Người Mới (feat. Người cũ)	Tóc Tiên	['v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vietnamese bolero']	2021-12-09	200337.0	25.0	False	True
That's Hilarious	CHARLIE	Charlie Puth	['soft pop', 'pop']	2022-10-07	144933.0	60.0	True	True
Swim	Chase Atlantic	Chase Atlantic	[]	2017-10-04	228786.0	84.0	True	True
Đi Theo Bóng Mặt Trời	Đi Theo Bóng Mặt Trời	Đen	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2017-05-13	162102.0	45.0	False	True
Những Kẻ Mộng Mơ	Những Kẻ Mộng Mơ	Noo Phước Thịnh	['v-pop', 'vinahouse', 'vietnamese lo-fi']	2018-10-19	253775.0	40.0	False	True
Bet You Wanna (Feat. Cardi B)	THE ALBUM	BLACKPINK	['k-pop']	2020-10-02	159168.0	52.0	False	True
TOMBOY	I NEVER DIE	(G)I-DLE	['k-pop']	2022-03-14	174386.0	67.0	False	True
Rung Động	Rung Động	Dương Edward	['v-pop', 'vinahouse', 'vietnamese lo-fi', 'vietnam indie']	2022-04-01	259009.0	41.0	False	True
Hold On	Justice	Justin Bieber	[]	2021-03-19	170813.0	66.0	False	True
Violet	Violet	Connor Price	[]	2022-10-07	122880.0	54.0	False	True
Chẳng Thể Tìm Được Em	Chẳng Thể Tìm Được Em	PhucXp	['v-pop', 'vietnamese lo-fi', 'vietnam indie']	2020-11-25	347600.0	43.0	False	True
Beautiful Mistakes (feat. Megan Thee Stallion)	JORDI (Deluxe)	Maroon 5	['pop']	2021-06-11	227395.0	71.0	False	True
アイドル	アイドル	YOASOBI	['j-pop', 'anime']	2023-04-12	213233.0	69.0	False	True
AMYGDALA	D-DAY	Agust D	['k-pop', 'k-rap']	2023-04-21	251533.0	62.0	False	True
Dù Cho Mai Về Sau - Acoustic Version	Dù Cho Mai Về Sau (Acoustic Version)	buitruonglinh	['v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vinahouse']	2020-01-12	213490.0	51.0	False	True
một bài hát không vui mấy - Extended Version	một bài hát không vui mấy (Extended Version)	T.R.I	['v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vietnamese hip hop']	2024-12-24	235315.0	59.0	False	True
#AiChoAi	#AiChoAi	Flo D	['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']	2020-11-01	159973.0	29.0	False	True
Lose You To Love Me	Rare	Selena Gomez	['pop']	2020-01-10	206458.0	75.0	False	True
That’s So True	The Secret of Us (Deluxe)	Gracie Abrams	[]	2024-10-18	166300.0	93.0	True	True
All Eyes On Me	ME	JISOO	['k-pop']	2023-03-31	163522.0	62.0	False	True
pho real	pho real	Low G	['vietnamese hip hop', 'v-pop', 'vietnam indie']	2024-02-28	166800.0	45.0	True	True
Mùa Mưa Ấy	Bảo Tàng Của Nuối Tiếc	Vũ.	['v-pop', 'vietnam indie', 'vietnamese lo-fi']	2024-09-27	228065.0	52.0	False	True
Khó Vẽ Nụ Cười (feat. Du Uyen)	Khó Vẽ Nụ Cười (feat. Du Uyen)	Đạt G	['v-pop', 'vietnamese hip hop', 'vinahouse']	2019-09-17	332307.0	48.0	False	True
Tiền Nhiều Để Làm Gì (feat. Gducky)	Rap Việt Tập 12	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2020-10-19	248571.0	36.0	False	True
Người Như Anh	Người Như Anh	Mai Tiến Dũng	['v-pop', 'vietnamese bolero', 'vietnam indie']	2022-10-20	290624.0	42.0	False	True
They Said	They Said	Binz	['vietnamese hip hop', 'v-pop', 'vinahouse', 'vietnam indie']	2017-12-02	234418.0	34.0	True	True
Fashion Tán Gái	Fashion Tán Gái	Low G	['vietnamese hip hop', 'v-pop', 'vietnam indie']	2021-12-28	225822.0	43.0	False	True
blue	blue	yung kai	[]	2024-08-02	214357.0	87.0	False	True
girls like me don't cry (remix) ft. MIN	girls like me don't cry (remix) ft. MIN	thủy	[]	2023-03-08	213283.0	38.0	False	True
Love Me Like That	Nevertheless, (Original Television Soundtrack, Pt. 6)	Sam Kim	['k-ballad', 'k-pop']	2021-07-24	211363.0	60.0	False	True
intentions	alone tonight	starfall	[]	2024-04-26	225031.0	63.0	True	True
Super Tuna	Super Tuna	Jin	['k-pop']	2024-10-11	114693.0	65.0	False	True
when the party's over	WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?	Billie Eilish	[]	2019-03-29	196077.0	81.0	False	True
happier	SOUR	Olivia Rodrigo	[]	2021-05-21	175933.0	78.0	True	True
Yêu Sắc Yếu	Yêu Sắc Yếu	Osad	['v-pop', 'vietnamese hip hop']	2021-04-22	167296.0	45.0	False	True
Say You Won't Let Go	Back from the Edge	James Arthur	['soft pop']	2016-10-28	211466.0	80.0	False	True
Nắng Lên (feat. Gonzo & Bwine)	Space Jam, Vol. 1	Rhymastic	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse', 'vietnamese lo-fi']	2023-05-08	203809.0	42.0	False	True
Who	~how i'm feeling~	Lauv	[]	2020-03-06	180413.0	63.0	False	True
Say You Do - 2nd Single 2015	Say You Do	Tiên Tiên	['v-pop', 'vietnam indie', 'vinahouse', 'vietnamese lo-fi']	2015	220343.0	39.0	False	True
Người Ơi Người Ở Đừng Về (feat. Suboi)	Người Ơi Người Ở Đừng Về (feat. Suboi)	Đức Phúc	['v-pop', 'vinahouse', 'vietnam indie']	2020-09-27	199906.0	31.0	False	True
"Khi Cô Đơn Em Nhớ Ai (Lofi) - From ""Chill With Vicky Nhung - Season 2: Memory"""	"Khi Cô Đơn Em Nhớ Ai (Lofi) [From ""Chill With Vicky Nhung - Season 2: Memory""]"	Vicky Nhung	['vietnamese lo-fi', 'v-pop', 'vinahouse', 'vietnamese bolero']	2021-08-31	255157.0	39.0	False	True
Hate You	GOLDEN	Jung Kook	['k-pop']	2023-11-03	154236.0	69.0	False	True
Dionysus	MAP OF THE SOUL : PERSONA	BTS	['k-pop']	2019-04-12	249215.0	60.0	False	True
Nhạc Anh (feat. Wxrdie)	Nhạc Anh (feat. Wxrdie)	Andree Right Hand	['vietnamese hip hop', 'v-pop', 'vinahouse']	2020-12-18	168600.0	33.0	False	True
Jamais Vu	MAP OF THE SOUL : PERSONA	BTS	['k-pop']	2019-04-12	227275.0	56.0	False	True
FANCY	FANCY YOU	TWICE	['k-pop']	2019-04-22	213880.0	68.0	False	True
Cold Heart - PNAU Remix	Cold Heart (PNAU Remix)	Elton John	[]	2021-08-13	202735.0	77.0	False	True
Armageddon	Armageddon - The 1st Album	aespa	['k-pop']	2024-05-27	196466.0	68.0	False	True
ELEVEN	ELEVEN	IVE	['k-pop']	2021-12-01	178453.0	65.0	False	True
Vườn Hoa Con Cá (feat. Ngắn)	Vườn Hoa Con Cá (feat. Ngắn)	Olew	['v-pop', 'vietnamese lo-fi', 'vietnam indie']	2023-06-08	234947.0	47.0	False	True
Please Please Please	Short n' Sweet	Sabrina Carpenter	[]	2024-08-23	186365.0	83.0	True	True
Phận Hoa Rơi		K-ICM						
Old Town Road (feat. Billy Ray Cyrus) - Remix	7	Lil Nas X	[]	2019-06-21	157066.0	69.0	False	True
Mùa Hè Năm Đó	Mùa Hè Năm Đó	B Ray	['vietnamese hip hop', 'v-pop', 'vinahouse', 'vietnam indie']	2024-12-24	364000.0	53.0	True	True
SEXY NUKIM (feat. RM of BTS)	SEXY NUKIM (feat. RM of BTS)	Balming Tiger	['k-rap']	2022-09-01	229937.0	52.0	False	True
New Jeans	NewJeans 'Super Shy'	NewJeans	['k-pop']	2023-07-07	108986.0	73.0	False	True
Hurt	NewJeans 1st EP 'New Jeans'	NewJeans	['k-pop']	2022-08-01	177946.0	68.0	False	True
Feel Special	Feel Special	TWICE	['k-pop']	2019-09-23	206866.0	65.0	False	True
Ai Mới Là Kẻ Xấu Xa	99%	RPT MCK	['vietnamese hip hop', 'v-pop', 'vietnam indie']	2023-03-02	192768.0	41.0	True	True
Infinity	Feel Something	Jaymes Young	[]	2017-06-23	237720.0	74.0	False	True
yes, and?	eternal sunshine	Ariana Grande	['pop']	2024-03-08	214994.0	72.0	True	True
